Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2011-04-13,4875.4,4893.1,4842.8,4858.1
2011-04-14,4864.6,4888.2,4832.6,4864.7
2011-04-15,4878.8,4912.1,4863.5,4888.9
2011-04-18,4916.6,5027.5,4895.3,4989.2
2011-04-19,4979.9,4992.8,4883.6,4907
2011-04-20,4915.2,4939.5,4874,4915.6
2011-04-21,4899.6,4945.1,4886.8,4913.2
2011-04-25,4955.1,4969.5,4903.9,4933.7
2011-04-26,4884.9,4903.3,4839.9,4850.4
2011-04-27,4848.7,4857.8,4820.6,4850.5
2011-04-28,4798.8,4905.1,4797.1,4873.5
2011-04-29,4884.7,4931,4863.4,4928
2011-05-02,4899.1,4950.8,4890.5,4946.9
2011-05-03,4930.1,4962.2,4915.1,4915.2
2011-05-04,4909,4912.8,4806.5,4849.5
2011-05-05,4828.3,4848.1,4752.1,4803.5
2011-05-06,4866.2,4876.2,4808.3,4865.1
2011-05-09,4916.6,4945.1,4869.6,4916.9
2011-05-10,4925.2,4938.9,4886.8,4905.2
2011-05-11,4908.3,4915.2,4840.2,4874.9
2011-05-12,4873,4880.1,4820.3,4836.1
2011-05-13,4863.3,4932.3,4838.1,4923.7
2011-05-16,4892.1,4914.2,4846.6,4856.2
2011-05-17,4893.8,4910.5,4848.8,4852.5
2011-05-18,4867,4896.7,4826.8,4866.6
2011-05-19,4877.8,4880.4,4835.6,4837.4
2011-05-20,4822.9,4898,4815.1,4875.7
2011-05-23,4908.74,4918.72,4873.72,4908.67
2011-05-24,4921.72,4933.25,4905.34,4913.74
2011-05-25,4954.66,5010.82,4952.02,4990.22
2011-05-26,4973.56,4976.62,4921.88,4951.1
2011-05-27,4973.1,4995.2,4954.2,4988.5
2011-05-30,4985.6,5015.5,4985.2,5013.5
2011-05-31,4973.6,5042.6,4955.2,5022
2011-06-01,4977.2,5031.8,4974.2,5013.9
2011-06-02,5016.1,5027,4955.8,4960.4
2011-06-03,4939.1,4959.1,4899.1,4913
2011-06-06,4936.9,4941.7,4907.7,4930.1
2011-06-07,4895,4919.1,4876.5,4895.5
2011-06-08,4903,4953.3,4882.9,4938.9
2011-06-09,4909.5,5010.6,4899.1,4991.5
2011-06-10,5001,5023.4,4954.6,5017.2
2011-06-13,4996.9,5015.2,4927.2,4940.8
